filename,word,duration (milliseconds)
fa2-01_подбородок.wav,подбородок,590
fa2-02_картина.wav,картина,510
fa2-03_касса.wav,касса,430
fa2-04_корыто.wav,корыто,440
fa2-05_печь.wav,печь,280
fa2-06_дождь.wav,дождь,290
fa2-07_ведро.wav,ведро,340
fa2-08_фонарь.wav,фонарь,320
fa2-09_лодка.wav,лодка,460
fa2-10_мозг.wav,мозг,410
fa2-11_люстра.wav,люстра,510
fa2-12_арфа.wav,арфа,460
fa2-13_поезд.wav,поезд,400
fa2-14_шлагбаум.wav,шлагбаум,620
fa2-15_ведьма.wav,ведьма,480
fa2-16_шар.wav,шар,300
fa2-17_медсестра.wav,медсестра,650
fa2-18_рыцарь.wav,рыцарь,470
fa2-19_иероглиф.wav,иероглиф,500
fa2-20_линейка.wav,линейка,600
fa2-21_гроб.wav,гроб,320
fa2-22_электрочайник.wav,электрочайник,850
fa2-23_сундук.wav,сундук,500
fa2-24_кружка.wav,кружка,490
fa2-25_кобура.wav,кобура,430
fa2-26_глаз.wav,глаз,450
fa2-27_ракета.wav,ракета,600
fa2-28_пейзаж.wav,пейзаж,600
fa2-29_щека.wav,щека,730
fa2-30_носок.wav,носок,450
fa2-31_лестница.wav,лестница,620
fa2-32_дельфин.wav,дельфин,570
fa2-33_верблюд.wav,верблюд,580
fa2-34_бабушка.wav,бабушка,560
fa2-35_вертолет.wav,вертолет,550
fa2-36_бобер.wav,бобер,490
fa2-37_бита.wav,бита,380
fa2-38_телега.wav,телега,560
fa2-39_колокол.wav,колокол,640
fa2-40_щетка.wav,щетка,620
fa2-41_лес.wav,лес,560
fa2-42_холодильник.wav,холодильник,610
fa2-43_крыша.wav,крыша,430
fa2-44_троллейбус.wav,троллейбус,620
fa2-45_коттедж.wav,коттедж,600
fa2-46_плот.wav,плот,430
fa2-47_гайка.wav,гайка,630
fa2-48_замок.wav,замок,630
fa2-49_гора.wav,гора,430
fa2-50_шишка.wav,шишка,610
fa2-51_сумка.wav,сумка,540
fa2-52_сова.wav,сова,620
fa2-53_лук.wav,лук,460
fa2-54_клюв.wav,клюв,507
fa2-55_полотенце.wav,полотенце,760
fa2-56_фен.wav,фен,274
fa2-57_сок.wav,сок,484
fa2-58_коридор.wav,коридор,440
fa2-59_авиабилет.wav,авиабилет,710
fa2-60_огурец.wav,огурец,560
fa2-61_цепь.wav,цепь,311
fa2-62_чашка.wav,чашка,560
fa2-63_рюкзак.wav,рюкзак,550
fa2-64_змея.wav,змея,450
fa2-65_бутерброд.wav,бутерброд,600
fa2-66_бейсболка.wav,бейсболка,700
fa2-67_галстук.wav,галстук,580
fa2-68_салфетка.wav,салфетка,620
fa2-69_юбка.wav,юбка,670
fa2-70_олень.wav,олень,440
fa2-71_ручка.wav,ручка,560
fa2-72_якорь.wav,якорь,410
fa2-73_сапог.wav,сапог,460
fa2-74_шашки.wav,шашки,460
fa2-75_парашют.wav,парашют,540
fa2-76_трубка.wav,трубка,430
fa2-77_таз.wav,таз,270
fa2-78_нос.wav,нос,490
fa2-79_маска.wav,маска,480
fa2-80_скрепка.wav,скрепка,620
fa2-81_хлеб.wav,хлеб,379
fa2-82_черепица.wav,черепица,680
fa2-83_подтяжки.wav,подтяжки,730
fa2-84_миксер.wav,миксер,450
fa2-85_ружье.wav,ружье,538
fa2-86_скелет.wav,скелет,534
fa2-87_бокал.wav,бокал,550
fa2-88_колено.wav,колено,520
fa2-89_бубен.wav,бубен,400
fa2-90_сачок.wav,сачок,556
fa2-91_дорога.wav,дорога,508
fa2-92_велосипед.wav,велосипед,730
fa2-93_куб.wav,куб,258
fa2-94_крыса.wav,крыса,470
fa2-95_тюрьма.wav,тюрьма,420
fa2-97_утка.wav,утка,360
fa2-98_птица.wav,птица,560
fa2-99_чертеж.wav,чертеж,590
fa2-100_трамвай.wav,трамвай,560
fa2-101_жук-носорог.wav,жук-носорог,880
fa2-102_бассейн.wav,бассейн,659
fa2-103_барабан.wav,барабан,549
fa2-105_медведь.wav,медведь,532
fa2-106_колокольчик.wav,колокольчик,804
fa2-107_балкон.wav,балкон,649
fa2-108_розы.wav,розы,567
fa2-109_зажигалка.wav,зажигалка,716
fa2-110_водопад.wav,водопад,510
fa2-111_башня.wav,башня,581
fa2-112_пила.wav,пила,340
fa2-114_пингвин.wav,пингвин,460
fa2-116_шуба.wav,шуба,400
fa2-117_терка.wav,терка,458
fa2-118_прищепка.wav,прищепка,630
fa2-119_телескоп.wav,телескоп,530
fa2-120_душ.wav,душ,480
fa2-121_свеча.wav,свеча,610
fa2-122_корона.wav,корона,450
fa2-123_мышь.wav,мышь,400
fa2-124_мольберт.wav,мольберт,498
fa2-125_кастрюля.wav,кастрюля,590
fa2-126_белка.wav,белка,490
fa2-127_букет.wav,букет,493
fa2-128_кощей.wav,кощей,440
fa2-129_девочка.wav,девочка,610
fa2-130_пещера.wav,пещера,490
fa2-131_микроскоп.wav,микроскоп,564
fa2-132_фонтан.wav,фонтан,523
fa2-133_квадрат.wav,квадрат,470
fa2-135_боксер.wav,боксер,460
fa2-136_швабра.wav,швабра,480
fa2-137_гиря.wav,гиря,540
fa2-138_жалюзи.wav,жалюзи,620
fa2-139_космонавт.wav,космонавт,572
fa2-140_крот.wav,крот,320
fa2-141_голубь.wav,голубь,449
fa2-142_плеер.wav,плеер,482
fa2-143_ухо.wav,ухо,414
fa2-144_ящерица.wav,ящерица,730
fa2-145_яма.wav,яма,470
fa2-146_корзина.wav,корзина,669
fa2-147_пирамида.wav,пирамида,625
fa2-148_расческа.wav,расческа,660
fa2-149_ветка.wav,ветка,538
fa2-150_форточка.wav,форточка,530
fa2-151_икона.wav,икона,583
fa2-152_костыль.wav,костыль,540
fa2-153_река.wav,река,440
fa2-154_шкатулка.wav,шкатулка,735
fa2-155_жаба.wav,жаба,447
fa2-156_тостер.wav,тостер,469
fa2-157_самовар.wav,самовар,530
fa2-158_аквариум.wav,аквариум,600
fa2-159_конверт.wav,конверт,451
fa2-160_комод.wav,комод,474
fa2-161_кровать.wav,кровать,579
fa2-162_шарф.wav,шарф,280
fa2-163_муравей.wav,муравей,460
fa2-164_бык.wav,бык,260
fa2-165_череп.wav,череп,320
fa2-166_катушка.wav,катушка,680
fa2-167_лось.wav,лось,330
fa2-168_трон.wav,трон,480
fa2-169_жилет.wav,жилет,520
fa2-170_прямоугольник.wav,прямоугольник,740
fa2-171_зонт.wav,зонт,510
fa2-172_зонт.wav,зонт,390
fa2-173_решетка.wav,решетка,640
fa2-174_рубашка.wav,рубашка,570
fa2-175_шкаф.wav,шкаф,386
fa2-176_пиво.wav,пиво,300
fa2-177_лебедь.wav,лебедь,520
fa2-178_конфета.wav,конфета,570
fa2-179_весло.wav,весло,560
fa2-180_усы.wav,усы,430
fa2-181_шприц.wav,шприц,450
fa2-182_сердце.wav,сердце,490
fa2-183_рукав.wav,рукав,410
fa2-184_мешок.wav,мешок,480
fa2-185_пружина.wav,пружина,520
fa2-186_колодец.wav,колодец,540
fa2-187_молоток.wav,молоток,520
fa2-188_наушники.wav,наушники,660
fa2-189_нота.wav,нота,400
fa2-190_тюлень.wav,тюлень,430
fa2-191_термос.wav,термос,470
fa2-192_крючок.wav,крючок,570
fa2-193_петух.wav,петух,290
fa2-194_перекресток.wav,перекресток,590
fa2-195_платье.wav,платье,420
fa2-196_перчатка.wav,перчатка,570
fa2-197_тюльпан.wav,тюльпан,590
fa2-198_вилка.wav,вилка,430
fa2-199_корзинка.wav,корзинка,760
fa2-200_корова.wav,корова,410
fa2-201_пепельница.wav,пепельница,650
fa2-202_танк.wav,танк,380
fa2-203_самолет.wav,самолет,680
fa2-204_весы.wav,весы,610
fa2-205_трусы.wav,трусы,490
fa2-206_спина.wav,спина,520
fa2-207_компьютер.wav,компьютер,590
fa2-208_мяч.wav,мяч,370
fa2-209_лейка.wav,лейка,430
fa2-210_каска.wav,каска,440
fa2-211_светофор.wav,светофор,580
fa2-212_сноуборд.wav,сноуборд,660
fa2-213_оркестр.wav,оркестр,620
fa2-214_руль.wav,руль,280
fa2-215_зеркало.wav,зеркало,550
fa2-216_замок.wav,замок,450
fa2-217_ящик.wav,ящик,410
fa2-218_вино.wav,вино,450
fa2-219_мочалка.wav,мочалка,600
fa2-220_бинокль.wav,бинокль,530
fa2-221_дрель.wav,дрель,490
fa2-222_крест.wav,крест,450
fa2-223_нож.wav,нож,340
fa2-224_лопата.wav,лопата,520
fa2-225_окно.wav,окно,470
fa2-226_принц.wav,принц,490
fa2-227_тигр.wav,тигр,300
fa2-228_кресло.wav,кресло,630
fa2-229_грабли.wav,грабли,500
fa2-230_кольцо.wav,кольцо,500
fa2-231_пробка.wav,пробка,510
fa2-232_плечики.wav,плечики,540
fa2-233_чайник.wav,чайник,490
fa2-234_наручники.wav,наручники,680
fa2-235_остров.wav,остров,370
fa2-236_радуга.wav,радуга,500
fa2-237_кабан.wav,кабан,560
fa2-238_палитра.wav,палитра,500
fa2-239_носилки.wav,носилки,730
fa2-240_курица.wav,курица,490
fa2-241_веник.wav,веник,340
fa2-242_треугольник.wav,треугольник,670
fa2-243_кепка.wav,кепка,440
fa2-244_полка.wav,полка,440
fa2-245_микрофон.wav,микрофон,660
fa2-246_колонна.wav,колонна,540
fa2-247_дом.wav,дом,350
fa2-248_чемодан.wav,чемодан,570
fa2-249_фартук.wav,фартук,380
fa2-250_палец.wav,палец,600
fa2-251_карта.wav,карта,550
fa2-252_рука.wav,рука,420
fa2-253_шип.wav,шип,530
fa2-254_локоть.wav,локоть,500
fa2-255_свитер.wav,свитер,580
fa2-256_принцесса.wav,принцесса,650
fa2-257_юла.wav,юла,470
fa2-258_кулак.wav,кулак,430
fa2-259_рулетка.wav,рулетка,550
fa2-260_билет.wav,билет,560
fa2-261_кнопка.wav,кнопка,470
fa2-262_наперсток.wav,наперсток,650
fa2-263_лыжи.wav,лыжи,600
fa2-264_коса.wav,коса,730
fa2-265_ложка.wav,ложка,470
fa2-266_лягушка.wav,лягушка,610
fa2-267_шашлык.wav,шашлык,620
fa2-268_енот.wav,енот,460
fa2-269_стрекоза.wav,стрекоза,640
fa2-270_туфли.wav,туфли,450
fa2-271_бочка.wav,бочка,500
fa2-272_стакан.wav,стакан,520
fa2-273_грузовик.wav,грузовик,540
fa2-274_самокат.wav,самокат,580
fa2-275_веер.wav,веер,360
fa2-276_венок.wav,венок,400
fa2-277_перстень.wav,перстень,450
fa2-278_муха.wav,муха,450
fa2-279_нога.wav,нога,560
fa2-280_дверь.wav,дверь,400
fa2-281_степлер.wav,степлер,470
fa2-282_охотник.wav,охотник,500
fa2-283_коктейль.wav,коктейль,630
fa2-284_вымя.wav,вымя,420
fa2-285_скрипка.wav,скрипка,540
fa2-286_пылесос.wav,пылесос,530
fa2-287_звезда.wav,звезда,660
fa2-288_санки.wav,санки,510
fa2-289_веревка.wav,веревка,580
fa2-290_аптека.wav,аптека,520
fa2-291_карман.wav,карман,440
fa2-292_булавка.wav,булавка,540
fa2-293_кит.wav,кит,260
fa2-294_горох.wav,горох,510
fa2-295_скейт.wav,скейт,480
fa2-297_багажник.wav,багажник,520
fa2-298_пальто.wav,пальто,450
fa2-299_молоко.wav,молоко,500
fa2-300_клоун.wav,клоун,430
fa2-301_колбаса.wav,колбаса,580
fa2-302_очки.wav,очки,540
fa2-303_гранат.wav,гранат,500
fa2-304_меч.wav,меч,370
fa2-305_осьминог.wav,осьминог,550
fa2-306_волк.wav,волк,300
fa2-307_карандаш.wav,карандаш,640
fa2-308_ролики.wav,ролики,520
fa2-309_диск.wav,диск,400
fa2-310_компас.wav,компас,560
fa2-311_окружность.wav,окружность,680
fa2-312_попугай.wav,попугай,540
fa2-313_ноты.wav,ноты,420
fa2-314_невеста.wav,невеста,600
fa2-315_певец.wav,певец,460
fa2-316_солнце.wav,солнце,560
fa2-317_тыква.wav,тыква,410
fa2-318_кекс.wav,кекс,410
fa2-319_лаборатория.wav,лаборатория,911
fa2-320_хобот.wav,хобот,700
fa2-321_фея.wav,фея,420
fa2-322_раскладушка.wav,раскладушка,740
fa2-323_капуста.wav,капуста,660
fa2-324_рыба.wav,рыба,370
fa2-325_пирог.wav,пирог,450
fa2-326_варежка.wav,варежка,560
fa2-327_щит.wav,щит,350
fa2-328_коляска.wav,коляска,635
fa2-329_бутылка.wav,бутылка,604
fa2-330_блины.wav,блины,540
fa2-331_яблоко.wav,яблоко,650
fa2-332_скорпион.wav,скорпион,640
fa2-333_кроссворд.wav,кроссворд,650
fa2-334_иллюминатор.wav,иллюминатор,690
fa2-335_жвачка.wav,жвачка,570
fa2-336_джинн.wav,джинн,390
fa2-337_морковка.wav,морковка,650
fa2-338_лужа.wav,лужа,620
fa2-339_салфетница.wav,салфетница,840
fa2-340_официант.wav,официант,610
fa2-341_шахматы.wav,шахматы,590
fa2-342_еж.wav,еж,370
fa2-343_колдунья.wav,колдунья,610
fa2-344_шляпа.wav,шляпа,480
fa2-345_журнал.wav,журнал,500
fa2-346_клубок.wav,клубок,460
fa2-347_перец.wav,перец,440
fa2-348_носорог.wav,носорог,540
fa2-349_сосиски.wav,сосиски,630
fa2-350_торт.wav,торт,330
fa2-351_точилка.wav,точилка,610
fa2-352_яйцо.wav,яйцо,520
fa2-353_кенгуру.wav,кенгуру,500
fa2-354_клубника.wav,клубника,530
fa2-355_чеснок.wav,чеснок,570
fa2-356_табурет.wav,табурет,440
fa2-357_магнитофон.wav,магнитофон,680
fa2-358_орех.wav,орех,300
fa2-359_семья.wav,семья,440
fa2-360_майка.wav,майка,410
fa2-361_пионер.wav,пионер,410
fa2-362_лев.wav,лев,265
fa2-363_пиджак.wav,пиджак,440
fa2-364_копилка.wav,копилка,550
fa2-365_ананас.wav,ананас,680
fa2-366_пистолет.wav,пистолет,530
fa2-367_мост.wav,мост,380
fa2-368_улитка.wav,улитка,470
fa2-369_блокнот.wav,блокнот,490
fa2-370_цапля.wav,цапля,440
fa2-371_костер.wav,костер,420
fa2-372_вишня.wav,вишня,430
fa2-373_ванная.wav,ванная,540
fa2-374_рак.wav,рак,300
fa2-375_слон.wav,слон,410
fa2-376_стол.wav,стол,410
fa2-377_ключ.wav,ключ,470
